dd-mm-yyyy,Draw#,Numbers,Power Ball,Multiplier,Jackpot,Wins
18-Nov-23,2276,"[11, 12, 20, 29, 30]",1,20,18516196.85,0
22-Nov-23,2277,"[13, 22, 31, 33, 35]",2,4,19898030.92,1
25-Nov-23,2278,"[7, 11, 16, 21, 25]",3,4,2000000.0,1
29-Nov-23,2279,"[3, 13, 14, 17, 18]",3,20,2000000.0,0
01-Dec-10,981,"[3, 6, 16, 34, 35]",2,1,4385227.57,0
04-Dec-10,982,"[9, 11, 22, 30, 32]",1,1,4958723.8,0
08-Dec-10,983,"[16, 18, 21, 30, 31]",10,1,5491343.19,0
11-Dec-10,984,"[7, 9, 21, 32, 34]",8,1,6195394.3,0
15-Dec-10,985,"[2, 8, 12, 13, 26]",6,1,6868407.38,0
18-Dec-10,986,"[2, 14, 15, 20, 36]",3,1,7749112.06,0
22-Dec-10,987,"[8, 15, 20, 25, 26]",8,1,8667809.33,0
24-Dec-10,988,"[6, 7, 13, 24, 28]",3,1,9647335.65,0
29-Dec-10,989,"[1, 5, 11, 13, 24]",7,1,10600000.0,2
03-Dec-11,1086,"[1, 15, 16, 19, 30]",4,1,1000000.0,0
07-Dec-11,1087,"[9, 14, 18, 19, 33]",2,1,1000000.0,0
10-Dec-11,1088,"[1, 4, 24, 28, 32]",6,1,1298418.74,1
14-Dec-11,1089,"[3, 12, 16, 21, 28]",7,1,1000000.0,0
17-Dec-11,1090,"[1, 2, 6, 22, 32]",4,1,1000000.0,1
21-Dec-11,1091,"[2, 6, 17, 29, 32]",3,1,1000000.0,0
24-Dec-11,1092,"[6, 13, 24, 30, 35]",1,1,1000000.0,0
28-Dec-11,1093,"[13, 15, 26, 32, 36]",8,1,1000000.0,0
31-Dec-11,1094,"[4, 7, 18, 22, 35]",5,1,1322809.46,0
01-Dec-12,1190,"[20, 26, 28, 32, 34]",8,1,4987528.04,0
05-Dec-12,1191,"[7, 15, 16, 24, 32]",5,1,5649713.5,0
08-Dec-12,1192,"[3, 16, 25, 26, 33]",8,1,6429228.38,0
12-Dec-12,1193,"[7, 14, 15, 19, 23]",4,1,7229042.0,0
15-Dec-12,1194,"[3, 5, 13, 26, 32]",8,1,8184978.48,0
19-Dec-12,1195,"[13, 14, 23, 29, 34]",7,1,9206565.62,1
22-Dec-12,1196,"[22, 24, 27, 29, 30]",10,1,1.0,1
26-Dec-12,1197,"[8, 10, 11, 21, 29]",4,1,2000000.0,0
29-Dec-12,1198,"[11, 15, 18, 22, 26]",1,1,2000000.0,0
04-Dec-13,1293,"[2, 16, 21, 26, 27]",8,1,3835851.11,0
07-Dec-13,1294,"[5, 6, 14, 15, 34]",2,1,4498934.16,0
11-Dec-13,1295,"[11, 13, 17, 21, 28]",10,1,5171400.05,0
14-Dec-13,1296,"[8, 15, 17, 18, 30]",1,1,6046511.11,0
18-Dec-13,1297,"[9, 13, 15, 18, 29]",2,1,6997480.04,0
21-Dec-13,1298,"[9, 22, 25, 27, 32]",4,1,8205698.96,0
28-Dec-13,1299,"[5, 7, 8, 13, 15]",1,1,10189762.12,1
03-Dec-14,1396,"[7, 9, 14, 31, 35]",7,1,2000000.0,0
06-Dec-14,1397,"[6, 18, 20, 29, 35]",4,1,2000000.0,0
10-Dec-14,1398,"[2, 3, 14, 19, 29]",3,1,1.0,1
13-Dec-14,1399,"[4, 20, 29, 30, 32]",5,1,2445400.25,0
17-Dec-14,1400,"[1, 14, 24, 29, 35]",5,1,2887228.11,0
20-Dec-14,1401,"[4, 13, 19, 24, 28]",2,1,3489417.32,0
24-Dec-14,1402,"[9, 12, 18, 21, 24]",1,1,1.0,1
27-Dec-14,1403,"[1, 18, 19, 20, 22]",10,1,4701420.97,0
31-Dec-14,1404,"[0, 0, 0, 0, 0]",0,1,1.0,1
03-Dec-15,1499,"[6, 16, 18, 30, 32]",10,1,3196030.74,0
5-Dec-15,1500,"[1, 17, 20, 23, 32]",2,1,3818239.27,0
9-Dec-15,1501,"[3, 12, 16, 17, 29]",3,1,4383668.15,0
13-Dec-15,1502,"[7, 9, 17, 21, 29]",4,1,5048666.68,1
17-Dec-15,1503,"[10, 13, 19, 25, 26]",9,1,2000000.0,0
19-Dec-15,1504,"[13, 20, 21, 24, 33]",5,1,2000000.0,0
23-Dec-15,1505,"[17, 23, 25, 27, 28]",7,1,2000000.0,0
26-Dec-15,1506,"[15, 22, 29, 30, 35]",2,1,2000000.0,0
30-Dec-15,1507,"[2, 7, 16, 26, 35]",5,1,2237532.45,0
03-Dec-16,1601,"[7, 22, 26, 32, 33]",6,1,2000000.0,0
07-Dec-16,1602,"[2, 9, 11, 13, 18]",4,1,2000000.0,0
10-Dec-16,1603,"[10, 15, 22, 32, 33]",3,1,2000000.0,0
14-Dec-16,1604,"[2, 16, 21, 25, 28]",9,1,2000000.0,0
17-Dec-16,1605,"[9, 11, 12, 18, 26]",4,1,2000000.0,0
21-Dec-16,1606,"[5, 14, 18, 22, 25]",2,1,3000000.0,0
24-Dec-16,1607,"[3, 10, 12, 16, 19]",9,1,3624986.49,1
28-Dec-16,1608,"[2, 3, 5, 10, 29]",6,1,2000000.0,0
31-Dec-16,1609,"[5, 8, 13, 15, 21]",2,1,2000000.0,0
02-Dec-17,1704,"[6, 17, 27, 29, 34]",7,1,2000000.0,1
06-Dec-17,1705,"[5, 10, 12, 16, 25]",7,1,2000000.0,0
09-Dec-17,1706,"[5, 19, 25, 32, 34]",10,1,2000000.0,0
13-Dec-17,1707,"[3, 5, 11, 12, 30]",10,1,2000000.0,0
16-Dec-17,1708,"[6, 8, 21, 30, 31]",1,1,2000000.0,0
20-Dec-17,1709,"[2, 14, 19, 30, 34]",1,1,2332431.59,0
23-Dec-17,1710,"[6, 11, 16, 29, 32]",10,1,1.0,1
27-Dec-17,1711,"[6, 13, 27, 31, 34]",2,1,1.0,1
30-Dec-17,1712,"[2, 3, 16, 30, 31]",7,1,3952265.04,0
01-Dec-18,1807,"[3, 6, 10, 23, 32]",6,1,2000000.0,0
05-Dec-18,1808,"[2, 3, 7, 19, 32]",7,1,2000000.0,0
08-Dec-18,1809,"[7, 9, 14, 15, 27]",8,1,2000000.0,0
12-Dec-18,1810,"[2, 3, 22, 23, 28]",1,1,2348511.27,0
15-Dec-18,1811,"[9, 12, 15, 22, 30]",9,1,2906247.42,0
19-Dec-18,1812,"[8, 18, 19, 20, 27]",10,1,3419563.01,0
22-Dec-18,1813,"[10, 19, 25, 26, 35]",1,1,4062238.38,0
26-Dec-18,1814,"[11, 12, 15, 27, 31]",7,1,4434210.77,0
29-Dec-18,1815,"[6, 17, 27, 29, 32]",9,1,5123578.81,0
04-Dec-19,1910,"[3, 9, 14, 26, 33]",5,1,1.0,1
07-Dec-19,1911,"[15, 16, 21, 30, 31]",1,1,6593981.04,0
11-Dec-19,1912,"[10, 15, 19, 23, 32]",1,1,7261684.86,0
14-Dec-19,1913,"[1, 15, 22, 30, 32]",10,1,8172539.37,0
18-Dec-19,1914,"[9, 11, 12, 14, 29]",6,1,9089384.17,0
21-Dec-19,1915,"[7, 13, 16, 19, 26]",4,1,10232667.65,0
28-Dec-19,1916,"[9, 10, 25, 31, 32]",6,1,11764059.64,0
02-Dec-20,1994,"[5, 7, 12, 19, 27]",4,1,2000000.0,0
05-Dec-20,1995,"[6, 15, 20, 21, 22]",6,1,2000000.0,0
09-Dec-20,1996,"[10, 14, 22, 26, 32]",10,1,2267330.45,0
12-Dec-20,1997,"[8, 21, 26, 32, 33]",9,1,2809353.46,0
16-Dec-20,1998,"[9, 17, 19, 27, 31]",6,1,3304314.11,0
19-Dec-20,1999,"[8, 11, 16, 19, 31]",9,1,3986673.96,0
23-Dec-20,2000,"[8, 11, 16, 23, 25]",1,1,4667144.51,0
26-Dec-20,2001,"[11, 16, 17, 33, 35]",1,1,5236073.71,0
30-Dec-20,2002,"[8, 14, 15, 24, 29]",6,1,6098524.81,0
01-Dec-21,2074,"[8, 12, 13, 19, 30]",2,1,1.0,1
04-Dec-21,2075,"[10, 15, 17, 18, 20]",8,1,2900565.48,0
08-Dec-21,2076,"[12, 18, 22, 28, 33]",10,1,3405449.97,0
11-Dec-21,2077,"[1, 6, 13, 20, 30]",8,1,3996510.05,0
15-Dec-21,2078,"[2, 16, 29, 33, 35]",9,1,4564083.98,0
18-Dec-21,2079,"[2, 11, 12, 25, 26]",7,1,5303273.32,0
22-Dec-21,2080,"[2, 9, 25, 27, 29]",5,1,6018742.89,0
29-Dec-21,2081,"[3, 12, 23, 25, 33]",5,1,7048185.67,0
03-Dec-22,2177,"[3, 9, 23, 27, 35]",4,4,5162878.01,0
07-Dec-22,2178,"[2, 6, 14, 22, 31]",2,20,5676244.88,0
10-Dec-22,2179,"[8, 12, 20, 25, 30]",5,3,6310533.37,0
14-Dec-22,2180,"[1, 3, 4, 26, 34]",5,3,6906750.24,0
17-Dec-22,2181,"[11, 18, 20, 23, 34]",6,20,7718465.56,1
21-Dec-22,2182,"[2, 10, 21, 22, 24]",1,3,2000000.0,0
24-Dec-22,2183,"[19, 21, 25, 29, 30]",2,5,2000000.0,0
28-Dec-22,2184,"[7, 13, 17, 18, 32]",2,20,2000000.0,0
31-Dec-22,2185,"[10, 15, 19, 22, 25]",2,4,2000000.0,0
02-Dec-23,2280,"[3, 9, 15, 17, 18]",1,20,2000000.0,0
06-Dec-23,2281,"[5, 12, 25, 31, 34]",7,20,2000000.0,0
09-Dec-23,2282,"[8, 10, 17, 21, 31]",6,4,2000000.0,0
13-Dec-23,2283,"[3, 11, 17, 28, 29]",9,5,2000000.0,1
16-Dec-23,2284,"[9, 16, 18, 28, 31]",2,20,2000000.0,0
20-Dec-23,2285,"[14, 22, 26, 33, 34]",4,3,2000000.0,0
23-Dec-23,2286,"[3, 8, 13, 14, 28]",9,3,2000000.0,0
27-Dec-23,2287,"[1, 5, 11, 23, 31]",3,4,2000000.0,1
30-Dec-23,2288,"[10, 25, 29, 34, 35]",1,4,2000000.0,0
